City,Place,Ratings,Distance,Place_desc
Delhi,22. Jantar Mantar,4.3,4 km  from city center,"Located in New Delhi, the Jantar Mantar was one of the five sites built by Maharaja Jai Singh II of Jaipur. The site consists of 13 architectural astronomy instruments. The main purpose of the observatory was to compile the astronomical tables and to predict the movement and timings of the sun, moon and planets."
Delhi,23. Tour the National Zoological Park,4.3,8 km  from city center,"Also known as Chidiya Ghar, Delhi Zoo is a favourite weekend spot among adults and children. From biggest cats to the tiniest birds, the zoo has all kinds of animals and birds. It has canteens inside for the visitors and battery-operated vehicles."
Delhi,24. Mehrauli Archaeological Park,3.8,16 km  from city center,"The Mehrauli Archaeological Park is a 200-acre archaeological site home to more than 100 magnificent monuments, and tombs from the 10th century to the British era. Some prominent monuments here are tombs of Balban and Quli Khan, Jamali Kamali mosque, and Rajon ki Baoli among others."
Delhi,25. Kingdom of Dreams,4.0,26 km  from city center,"The Kingdom of Dreams, also known as KOD sits majestically in Gurugram (Previously Gurgaon) and is India's first live entertainment, leisure and theatre destination. It is a magnificent structure and glitters merrily in sector 29. It offers visitors a taste of contemporary and modern India through the means of interactive tableaus, galleys, and arts.  It is currently becoming one of the best places in Delhi for tourists and locals alike."
Delhi,26. Mughal Gardens,3.0,6 km  from city center,"Popularly known as the “soul” of the Presidential Palace, the Mughal Gardens are located inside the Rashtrapati Bhawan Complex. Designed by Sir Edwin Lutyens in the year 1917 for Lady Harding, the gardens cover a vast area of 13 acres and are a wonderful incorporation of Mughal architecture with that of British style. The gardens are also open for a certain time in the year and hence make amongst the most-sought places to visit in Delhi."
Delhi,27. Rashtrapati Bhavan,4.4,6 km  from city center,Rashtrapati Bhawan is a famous monument of the British Empire which was said to be the palace of the Viceroy of India. It is now the home of the President of India. It is considered to be the best-known monument in India next to Taj Mahal and Qutub Minar.
Delhi,"28. Jama Masjid, Delhi",4.4,2 km  from city center,"Jama Masjid is the largest mosque in India built by Mughal Emperor Shah Jahan. The mosque hosts thousands of pilgrims each year on the holy occasion of Eid to offer special Namaz in the morning. Non-Muslims are not allowed inside the Masjid during Namaz offerings. One of the top attractions and best places to visit in Delhi, Jama Masjid gets a lot of tourist crowd other than the religious crowd."
Delhi,29. Pick the Trends at Sarojini Market,3.0,10 km  from city center,"Vibrantly coloured clothes strewn all over, tiny food stalls cramped in every nook, deafening cacophony of the salesboys and a pandemic compact environment- welcome to Sarojini Nagar, the most hep and trendy market of Delhi."
Delhi,30. Party at the Connaught Place,4.3,4 km  from city center,"Officially named Rajiv Chowk, Connaught Place is better known as CP amongst the locals. It is one of the largest commercial and business centers in Delhi, and has been designed in two concentric circles namely Connaught's Inner Circle and Connaught's Outer Circle. Known since British era, this market has its own elegance. Known to be the most iconic structure from Lutyens Delhi, this is also among one the top places to visit in Delhi."
Delhi,31. Roam around the Shopping Markets,3.6,2 km  from city center,"Delhi is known to be shoppers' paradise. For almost everything, you will find a great market for the best price."
Delhi,32. ISKCON (Hare Krishna) Temple,3.8,13 km  from city center,"This temple was opened back in 1998; it is located at Hare Krishna Hills, in the East of Kailash area of New Delhi, India. A very well-known Lord Krishna temple for inner peace. Its followers believe in Srila Prabhupada. As one of the biggest temple complexes in India. It has numerous rooms for priests and service renders. Many halls are used for its administration purposes. It is divided into four broad units."
Delhi,33. Savour the food of Khan Market,3.8,7 km  from city center,"Khan Market is one of the hot spot and posh market in Delhi which serves as a perfect place for friends and family to hangout. Known to be one of the top places to visit in Delhi, the market has successfully held the essence of its original structure even in the times of rapid modernization. If you need to hang out late at night, Khan Market is the place for you as remains open till 12:00 AM."
Delhi,34. A Different World in Paharganj,3.0,2 km  from city center,"Replete with travellers, both Indians and foreign, Paharganj is the most chaotic, noisy, dirty and yet the most vibrant market of Delhi. Dotted with umpteen hotels, brothels, cheap bars, and ultra cheap restaurants; the labyrinthian alleys of Paharganj have a lot more to offer than visible to the naked eye."
Delhi,36. Enjoy the Colours of Lajpat Nagar,3.0,11 km  from city center,"Lajpat Nagar is a bustling and colourful neighbourhood in South Delhi which is best known for the Lajpat Nagar Central Market where many come to experience the thrill of the genuine Delhi life. One visit and you'll know how lively the place is and this can be seen by the flamboyant goods on sale, the brilliant evening lights, the rushing inhabitants and the sounds of the ever so busy streets."
Delhi,37. Safdarjung Tomb,3.0,9 km  from city center,"Built in 1754, during the reign of Mughal Emperor- Ahmad Shah Bahadur, the namesake tomb is dedicated to the Prime Minister of the court- Safdarjung. Located in the heart of the city, at the junction of Safdarjung Road and Aurobindo Marg, the monument is a low-key tourist attraction of the city."
Delhi,38. Admire the architecture of Purana Qila,3.0,7 km  from city center,"Stoically standing in the placid vicinity of Indraprastha, Purana Qila or the Old Fort is a masterpiece of the ancient glory and sterling architecture of the bygone Mughal Empire, and is one of the oldest forts in Delhi. Built on the banks of river Yamuna and spread over a vast 1.5 kms of area, the monument has tons of myths and legends of the medieval era attached to it."
Delhi,40. Stroll through Pragati Maidan,3.8,7 km  from city center,"Pragati Maidan, situated at Mathura Road, is a vast exhibition center of Delhi. With an exhibit area of 150 acres, it serves as an important attraction of Delhi."
Delhi,41. Rajghat,3.8,5 km  from city center,"Rajghat is a place where Mahatma Gandhi, Father of the Nation was cremated followed by his assassination in year 1948. Visitors from all around the world come here to pay their homage."
Delhi,42. National Museum,3.0,6 km  from city center,"Also known as the National Museum of India, the National Museum in New Delhi is one the largest museums in India, situated on the corner of the Janpath and Maulana Azad Road. Established in 1949, the blueprints of the majestic repository were prepared by the Gwyer Committee set up by the Government of India in 1946."
Delhi,43. Kuchesar,3.5,69 km  from city center,"Kuchesar is a tiny village in Bulandshahr district of Uttar Pradesh, at a distance of 80 km from Delhi and is popular for its Mud Fort, now restored as a heritage resort."
Delhi,45. Tughlaqabad Fort,3.0,17 km  from city center,"Tughlaqabad Fort is one of the finest specimens of pure Islamic architecture and has the touch of Sultanate sturdiness about its fortifications. Popular as one of the best-visited places in Delhi, the entire premise takes around an hour or two to look around and offer great opportunities for history enthusiasts and shutterbugs."
Delhi,46. Teen Murti Bhavan (Nehru House) and Nehru Planetarium,3.3,7 km  from city center,"Once served as the home of Pt. Jawaharlal Nehru for 16 years, today, the Teen Murti Bhavan houses various institutions like the Nehru Memorial Museum and Library and the office of Jawaharlal Nehru Memorial Fund. One of the four Nehru Planetariums is also located within the grounds of the house."
Delhi,47. Rajpath,3.8,6 km  from city center,"Running from Rashtrapati Bhavan on Raisina Hill, all the way through Vijay Chowk and India Gate to the National Stadium, Rajpath is a long ceremonial boulevard in New Delhi. Considered to be one of the most important roads in India, it is where the annual Republic Day parade takes place on 26 January. While Rajpath stands for the King's Road, Janpath, which stands for People's Road, also crosses the road. Running in the east-west direction, the avenue is lined on both sides by huge lawns, canals and many rows of trees."
Jaisalmer,1. Jaisalmer Fort,4.4,1 km  from city center,"Jaisalmer Fort is a hill fort with houses, temples, shops, and restaurants. More than three thousand people live within the fort walls. It offers a stunning and panoramic view of Jaisalmer city draped in golden yellow. Also known as Sonar Quila, it is the most popular place to visit in Jaisalmer."
Jaisalmer,2. Desert Safari,4.6,37 km  from city center,Jaisalmer in Rajasthan is frequented by tourists for its large stretches of desert sand. Popular Desert Safaris in Jaisalmer takes place in Sam Sand Dunes. A Jeep takes you to a point near Sam Sand Dunes (around 45km from the city) from where the camel ride starts and lasts for around 90 minutes.
Jaisalmer,3. Gadisar Lake,4.3,2 km  from city center,"Built in the 14th century, it was once the source of drinking water for the entire town of Bikaner. Now it has developed as a tourist spot with many temples and shrines surrounding the lake. Gadisar Lake offers scenic and picturesque views of the lake and the adjacent fort."
Jaisalmer,4. Patwon ki haveli,4.1,1 km  from city center,"Dipped in an enchanting shade of yellow, Patwon ki Haveli grabs the attention of every visitor. It is a cluster of 5 Haveli which was believed to be built by Patwa, a wealthy trader who constructed the stories for each of his 5 sons. Locals also refer to the haveli as Kothari’s Patwa Haveli."
Jaisalmer,5. Sam Sand Dunes,4.2,37 km  from city center,"One of the most popular attractions in Jaisalmer, Sam Sand Dunes are among the best and most authentic in India. The best time to visit these dunes is either sunset (around 4-7 pm) or sunrise (4-6 am). There are many other activities which one may enjoy as camel safari and jeep safari."
Jaisalmer,6. Jain Temples,4.0,1 km  from city center,"This group of beautiful temples within the Jaisalmer Fort walls have carved structures which depict pictures of sages, hermits, animals, etc. Built in the Dilwara style that is famous all over the world for its architecture, these temples are dedicated to Rikhabdevji and Shambhavdev Ji, the famous Jain hermits known as 'Tirthankaras'."
Jaisalmer,7. Nathmal Ki Haveli,3.8,0 km  from city center,"Nathmal ki Haveli is an ornate architecture in the heart of Jaisalmer. It was commissioned to serve as the residence of the then prime minister Diwan Mohata Nathmal. The haveli is built of yellow sandstone. Thus when the sun rays fall on these structures, they radiate like gold."
Jaisalmer,8. Kuldhara Village,4.2,13 km  from city center,"Kuldhara is an abandoned village,  located around 20 kilometres from Jaisalmer. The village was abandoned overnight by its residents to save their honour and lives from the hands of the tyrannical minister. There is nothing to do as such, but to see the ruins of the village make up for a popular attraction."
Jaisalmer,9. Vyaas Chhatri,3.0,1 km  from city center,"Vyas Chhatri is the assemblage of golden sandstone, an edifice of Rajasthani architecture. It was dedicated to sage Vyaas, the writer of epic Mahabharata whose cenotaph is situated on the north of the fort."
Jaisalmer,10. Desert National Park,4.1,40 km  from city center,"Desert National park is one of the largest national parks, covering an area of 3162 km. It is an excellent example of the ecosystem of the Thar Desert and houses wildlife such as camels, desert fox, Bengal fox, chinkara, wolves, desert cat, and the Blackbuck."
Jaisalmer,11. Tanot Mata Temple,3.0,1 km  from city center,"Situated 122 km from the city of Jaisalmer, Tanot Mahal is a historical temple at the Longewala border in Rajasthan. The temple is enveloped with numerous legends that instil curiosity in every visitor.  Although it is located very close to the India-Pakistan border, it remained untouched during the war in 1971."
Jaisalmer,12. Jaisalmer War Museum,3.7,12 km  from city center,"Jaisalmer War Museum, also known as Laungewala War Memorial, is established in the military station designed with the view of honouring the war heroes. It embraces the bravery and sacrifices of the Indian Army. The museum popularly known as JWM, houses two information display halls, an audio-visual room and a souvenir shop."
Jaisalmer,13. Tazia Tower and Badal Palace,3.9,1 km  from city center,"Situated at the beautiful Badal Palace complex, the five-storey Tazia Tower is a replica of the mausoleum of various Muslim imams with intricate carvings on the walls. The Badal Palace has a cloud like appearance and has the Tazia Tower emerging from it. This tower is quite different from the usual Rajputana architecture of Rajasthan."
Jaisalmer,15. Camping & Cultural Evening,4.0,29 km  from city center,"The golden fort, sand dunes, and the enchanting palaces make Jaisalmer an ideal destination for Camping and Cultural evening. A camping tour is a must on the bucket list of anyone who wishes to dig deeper the real essence of Rajasthan."
Jaisalmer,16. Bada Bagh,3.8,5 km  from city center,"Bada Bagh is primarily a cenotaph adjoining a garden, located about 6 kms north of Jaisalmer, on the way to Ramgarh. The set of royal cenotaphs are basically chhatris of the Maharajas which once ruled the Jaisalmer state. The gardens are now largely neglected, but the hill with the cenotaphs is still quite an interesting sight in the middle of the sand dunes."
Jaisalmer,17. Barmer,3.8,137 km  from city center,"Filled with vibrant colours, rich heritage and warm hospitality, Barmer is a small town representing the true reflection of Rajasthan all summed up in it. The sandy grounds of the town are lively and a must visit."
Jaisalmer,18. Amar Sagar Lake,3.5,4 km  from city center,The Amar Sagar lake is an oasis near the palace of Amar Singh. The 17th-century citadel was constructed by Maharawal Akhai Singh is located on the outskirts of Jaisalmer city. The palace complex comprises of number wells and ponds along with chhatris and an ancient Shiva temple made of marble in the 18th century.
Jaisalmer,20. Windmill Park,3.3,6 km  from city center,"India's largest operational onshore wind mill farm, Jaisalmer Wind Mill Park is located in Rajasthan near the Yamuna River between the Vindyha Mountains and the Himalayas."
Jaisalmer,21. Akal Wood Fossil Park,3.0,17 km  from city center,The Akal Wood Fossil park is the destination of the prehistoric era.  It is located on the Barmer road 17 km away from Jaisalmer city. Akal Wood Fossil Park is the pride of Jaisalmer city; it is the National Geological Monument of India.
Jaisalmer,22. Khuri,3.3,38 km  from city center,"Khuri, also known as Tilo Ki Dhani, is a natural hamlet in Thar Desert close to Jaisalmer. Renowned for sand dunes and vast stretch of sandbank, Khuri is an ideal place for camel safari."
Jaisalmer,24. Desert Festival,3.0,0 km  from city center,"The desert festival is the most awaited colourful event in the land of sand dunes and camels. It was initiated with an intention to give a glance of the imperial Rajasthani culture to the tourists. The festival organises various activities like camel races, turban tying competitions and also Mr Desert contest."
Jaisalmer,25. Desert Culture Centre and Museum,3.3,1 km  from city center,"Knowledge bank of rich cultural heritage, craftsmanship and artistic talents of Jaisalmer, the museum displays varied collections of traditional instruments, rich collections of ancient and medieval coins, any kinds of utensils and other artifacts and admirable textiles."
Jaisalmer,27. Jaisalmer Government Museum,3.3,1 km  from city center,"Established by the Department of Archeology in the year 1984, the Government Museum is a prime tourist attraction of Jaisalmer. It was built to highlight the multifaceted traditional and cultural heritage of the Great Thar Desert. Jaisalmer is the charming city of Rajasthan nestled amidst the mighty Thar Desert."
Jaisalmer,28. Salim Singh ki Haveli,3.2,1 km  from city center,"Salim Singh ki Haveli is a beautiful edifice at the heart of the city Jaisalmer. It is one of the major tourists' attractions built in the 1815 CE and commissioned by Salim Singh, the then prime minister of the Kingdom. It also holds another beautiful name - Jahaz Mahal as the front facet of the Haveli resembles a ship stern."
Jaisalmer,29. Mandir Palace,3.1,0 km  from city center,"The Mandir Palace a two-century-old architecture is the finest heritage hotels in the city of Jaisalmer. The hotel offers an ambiance of medieval charm with a glimpse of modern amenities. It is adorned with exquisite stone carvings, ornate balconies, canopies that represent the craftsmanship in its purest form."
Jaisalmer,30. Ramdevra Temple,3.0,101 km  from city center,"Ramdevra Temple is a sacred temple to the folk deity of Rajasthan - Baba Ramdevji. It is situated 12 kms from Pokhran on Jodhpur to Jaisalmer road. It is believed that Baba Ramdevji took samadhi (conscious exit from the mortal body) at Ramdevra in 1459 AD. After this, the Maharaja Ganga Singh of Bikaner constructed the temple around his Samadhi."
Jaisalmer,31. Khaba Fort,3.0,26 km  from city center,A ruined citadel situated amidst the scorching Thar Desert is the Khaba Fort. Its history dates back to the 13th century. The architecture once belonged to the Paliwal Brahmins of the Kuldhara village who fled the town in the 19th century leaving behind a ghost town.
Jaisalmer,32. Lodhruva,3.0,0 km  from city center,"16 km north-west of Jaisalmer is Lodhruva the ancient capital city of Bhatti dynasty of the 12th century. The old capital of Bhatti Rajput was once a flourishing city. Although the town was ransacked by Muslim invaders, the prominent attraction of the city is its architectural ruins."
Jaisalmer,33. Thar Heritage Museum,3.0,0 km  from city center,"Founded by L Narayan Khatri, the Thar Heritage Museum is a historical reservoir. L Narayan was an eminent scholar of the Jaisalmer folklore. The museum showcases the rich culture, heritage, folk art and architectural style of Rajasthan."
Jaisalmer,34. Surya Gate,3.0,70 km  from city center,"The Surya Gate is one of the four entry gates to the 12th century, Jaisalmer Fort. The fort on the Trikuta hill has four successive gates Akai, Surya, Ganesh and Hawa through which the visitors need to pass through."
Jaisalmer,35. Shantinath Temple,3.0,1 km  from city center,The Shantinath Temple is one among the cluster of seven Jain Temples built in the Jaisalmer fort. It is made in the Dilwara Style with exquisite carvings.  The 16th-century temple holds the beautiful idol of the Jain Saint Shri Shanthinath. The grandeur style reflects its spectacular architecture of the medieval period.
Jaisalmer,36. Tazia Tower,3.0,0 km  from city center,"Tazia Tower is a unique Rajputana architecture of Rajasthan. Situated in the Badal Complex, the building has five storeys each of which tells a different story. Tazia in Urdu means float that's taken during the procession of Muharram."
Jaisalmer,37. Chandraprabhu Temple,3.0,1 km  from city center,Chandraprabhu Temple is an exemplary Jain temple built in the 16th century. It is one among the seven temples that were constructed for the 8th Tirthankara Jain Prophet Chandraprabhu Ji.
Jaisalmer,38. Pokhran Fort,3.0,100 km  from city center,"Balagarh fort was built by the Marwar Thakur, Rao Maldeo in the 14th Century, it is otherwise known as the Pokhran Fort. Pokhran means the place of five mirages enclosed by sandy, rocky, salt ranges. Although a small temple made of red sandstone, the fort is dedicated to Goddess Durga."
Mount Abu,1. Nakki Lake,4.3,1 km  from city center,The beautiful Nakki lake is surrounded by hills on all sides and boating here is a blissful experience. This is the only artificial lake in India to be created at a height of more than 1200m from sea level.
Mount Abu,2. Guru Shikhar,4.2,9 km  from city center,"This is the highest peak of the Aravali range with an altitude of about 1,722m above sea level. The trek to the top of the mountain is adventurous and fun."
Mount Abu,3. Toad Rock,3.2,1 km  from city center,"Known as The mascot of Mount Abu, Toad Rock is one of the most frequented point in the itinerary of all visitors. To see the panoramic beauty of the surrounding lake and greenish hilly regions you can climb up the rock and capture the breathtaking scenery."
Mount Abu,4. Mount Abu Wildlife Sanctuary,3.5,12 km  from city center,Mount Abu is a beautiful hill station endowed with variety of flora and fauna in the land of deserts. The mystifying and beautiful city is a scared pilgrimage spot besides being a summer gateway.
Mount Abu,5. Dilwara Temples,4.4,2 km  from city center,"The Dilwara temples, located about 3 kms from Mount Abu, were mainly built by Vastupal and Tejpal, between the 11th and 13th centuries AD. Surrounded by lush greenery and located on a height above the surrounding areas, these temples are world famous for their stunning use of marble - many visitors consider these to be architecturally superior to even the Taj Mahal. Everything from the doors to the ceilings and the pillars are extremely intricately designed - at one point, the marble ceiling is so finely that it's actually translucent."
Mount Abu,6. Sunset point,3.3,2 km  from city center,"The sunset point has a pleasant climate throughout the year. While nature lovers can sprawl in the last rays of the sun. One will easily be in awe of the setting magic of the coloured sky in hues of red and orange, contrary to the greens Ranges. The climate makes it favourable to enjoy the sunset in peace without any hustle."
Mount Abu,7. Shri Raghunath Temple,3.2,1 km  from city center,The locals hold faith in Lord Raghunath to whom this temple is dedicated. Located close to the Nakki Lake this is a major religious attraction for tourists. The pilgrim is apparently relieved of all pains and pangs after a visit to this temple.
Mount Abu,8. Brahma Kumaris World Spiritual University,3.5,1 km  from city center,"Brahma Kumaris World Spiritual University is an international non-governmental spiritual organization founded by Dada Lekhraj Kripalani in the 1930s with its headquarters located in Mount Abu. The hill station of Mount Abu is also called 'Madhuban' (forest of honey) is a largely self-sufficient community, with a large international family of practising yogis who come each year."
Mount Abu,9. Honeymoon Point,3.4,2 km  from city center,"The honeymoon point at an elevation of 4000 foot offers an exquisite view of the sun setting down. Also known as Anadara Point, considered an ideal spot to unwind after a long day of travel and sightseeing. The beauty lies in the backdrop of Nakki Lake and Old gateway to Mount Abu."
Mount Abu,10. Achalgarh Village,3.2,6 km  from city center,Achalgarh village is a picturesque village in Mount Abu which is famous for the Achalgarh fort and Achleshwar temple. The fortress Achalgarh is situated at the top of a mountain peak.
Mount Abu,11. Universal Peace Hall,3.2,1 km  from city center,"Universal Peace Hall is also known as Om Shanti Bhavan is the main assembly hall constructed at Brahma Kumari Spiritual University in 1983. The serene white structure has a seating capacity of 5,000 with a facility of translation in 16 languages simultaneously during various events. The attractive hall was declared as a public tourist place after which more than 8,000 people visit on a daily basis."
Mount Abu,12. Arbuda Devi Temple,3.5,1 km  from city center,Arbuda Devi Temple is one of the most famous temples of Mount Abu. It is dedicated to Goddess Durga and is located on a peak of the Aravalis. It has a large number of steps devotees need to climb before reaching the temple.
Mount Abu,13. Trevors Tank,3.2,3 km  from city center,Trevor's Tank is a man-made crocodile breeding site and wildlife sanctuary. It is a popular picnic spot with picturesque views. A jungle safari is available up to a certain point from where you can walk and explore the pond housing the crocodiles.
Mount Abu,14. Gaumukh temple,3.4,1 km  from city center,"Gaumukh temple has a sacred climb of 700 stairs as it offers both a panoramic view of the surrounding valley and is famous for the religious pilgrimages and meditation throughout the year. The mysterious water stream falling from the mouth of the marble bull is dedicated to Nandi, the divine bull of Lord Shiva in the Hindu mythology."
Mount Abu,15. Mount Abu Bazaars,3.2,1 km  from city center,"The summer capital of the Rajputana rulers has marvellous shopping markets which serve as an authentic local experience. Every traveller can find various kinds of goods such as Rajasthani crafts, paintings, leather goods along with a few Gujarati artworks and many other accessories and apparels."
Wayanad,1. Banasura Dam,4.3,16 km  from city center,"Lying in the lap of the Banasura hills in the Wayanad district is the picturesque Banasura Sagar dam. Banasura Dam is the largest earthen dam in the country and the second-largest in Asia. The view of the sprawling reservoir from the top of the dam is breathtaking. Adventures like speed boating are readily available, and a trek up to the Banasura Peak is filled with streams, diverse flora, fauna, lush tropical green and majestic waterfalls. An earthen dam, also known as an embankment dam is created by placing mounds of clay, sand, rock or soil. The view of Banasura Lake from the top of the hill is mesmerising."
Wayanad,2. Wayanad Wildlife Sanctuary,4.2,21 km  from city center,"Wayanad Wildlife Sanctuary is the second largest wildlife sanctuary in Kerala and comprises of rare as well as endangered species of both flora and fauna. It is surrounded by the protected areas of Mudumalai in Tamil Nadu as well as Nagarhole and Bandipur in Karnataka. Founded in the year 1973, the wildlife sanctuary is an integral part of the Nilgiri Biosphere Reserve which was the first biosphere out of the 14 present in India. The sanctuary is spread over an area of 345 square km and comprises of two parts namely Upper Wayanad and Lower Wayanad. Eucalyptus, as well as bamboo trees, are grown in the region."
Wayanad,3. Chembra Peak,4.2,17 km  from city center,"With a height 2100 m, the Chembara peak is an attractive destination for Campers and Mountaineers. Many guided expeditions are conducted to the tallest summit of Wayanad."
Wayanad,4. Edakkal Caves,4.3,18 km  from city center,"Famous for its exquisite rock and wall carvings, this pre-historic Edakkal Caves measures 96 ft long and 22 ft wide. You need to trek for one and half hour to hit the cave entrance, and another 45 minutes to reach the mouth of the cave.



Boating cost: Pedal boat (Rs 30/2 people, Rs 50/4 people), Row boat (Rs 50/4 people) and Kayaking (Rs 100/30 minutes)"
Wayanad,6. Soochipara Falls,4.2,23 km  from city center,"Soochipara Falls is a three-tiered waterfall, which cascades at its best between the months of June and January. The site is also popular with rock climbers apart from picnickers."
Wayanad,8. Kuruva Dweep,3.5,13 km  from city center,Situated on the tributaries of river Kabani is the Kuruva Island surrounded by a picturesque view of enchanting evergreen forests. The site is popular among those seeking a quiet get-away from the hustle bustle of the cities.
Wayanad,9. Sulthan Bathery,4.2,18 km  from city center,"Once known as an important strategic location in the Malabar region, Sulthan Bathery is now the largest town in Wayanad district which is known for its tourism and commercial activities. 

The main attractions for the tourists are the pre-historic caves, jungle trails, sparkling streams and rivers and lush greenery of the undulating hills, along with many options to explore the city and its surroundings."
Wayanad,10. Pookot Lake,3.6,20 km  from city center,Lying just 3 km south of Vythiri is a natural fresh water lake unspoiled by human habitation and activities. The Pookode lake tourist resort is famous for its aquarium and green house. Visitors can enjoy a boat ride in its calm waters. Kayaking in the lake is another sought after activity.
Wayanad,12. Chain Tree,3.2,23 km  from city center,"Chain Tree is a popular Ficus, which has many myths associated with it. According to one of the legends, the road up was built by a foreign engineer but the route was given to him by a local tribal youth who was shot to death by the engineer."
Hyderabad,1. Tour the Ramoji Film city,4.2,25 km  from city center,"Located on the outskirts of Hyderabad, Ramoji Film City is certified as the World's largest Film Studio Complex by the Guinness Book of World Records. It is the most famous attraction in Hyderabad. The highlights are the film city tour, Sahas Adventure and holiday carnivals."
Hyderabad,2. Charminar,4.3,3 km  from city center,"An identifying feature of the city, Charminar is the most prominent landmark of Hyderabad. It was erected by Quli Qutub Shah to signify the founding of Hyderabad. Everyone coming to the city, definitely visits the Charminar. It is also famous for the market that sprawls around it and is called 'Laad' or 'Chudi' Bazaar."
Hyderabad,3. Enjoy the Show and Food at Hussain Sagar Lake,4.3,5 km  from city center,"Hussain Sagar Lake is one of a largest man-made lake situated in Hyderabad. Renowned for its monolith of Lord Buddha placed right at the center of the lake, the place is famously known as a Tank Bund, a popular spot of tourist attraction."
Hyderabad,4. Wonderla,4.4,19 km  from city center,"Wonderla Amusement and Theme Park is the best water park in Hyderabad and one of the best things to do. With more than 43 fun and thrilling rides, it is a fun place for a family outing. The rides are divided into High Thrill Rides, Water Rides, Family Rides and Kids RIdes."
Hyderabad,5. GravityZip,4.3,18 km  from city center,"GravityZip is India’s first indoor sky diving arena. It is located in  Gandipet, Hyderabad only a few minutes away from Mehdipatanam Bus Stop. It features the first of its kind indoor skydiving wind tunnel, which is the first in India. It is fun for beginners as well as professionals. The flight package consists of 2 flights of 1-minute duration."
Hyderabad,6. Chowmahalla Palace,4.2,3 km  from city center,"The Chowmahalla Palace of Hyderabad once served as the official residence of the Nizams of Hyderabad during their reign still retains some of its past splendour. The architecture of the palace is an imposing sight to behold. The facade itself is a delicate artwork of domes, arches, windows and meticulously carved out designs."
Hyderabad,7. Golkonda Fort,4.3,9 km  from city center,"Golconda Fort is a massive fortress whose ruins stand proudly even today displaying the glory of its rich past and some untold sagas of the city's history. It is reputed for being the area where once, the mighty Koh-I-Noor diamond was stored. In the evening, Golconda Fort comes to life with the light and sound show."
Hyderabad,8. Statue of Equality,4.3,28 km  from city center,"The Statue of Equality is the second tallest sitting statue in the world at its height of 216 ft. Located in Muchintal, Hyderabad, it is a statue of Sri Bhagavad Ramanujacharya, who worked relentlessly to promote equality. It was built to commemorate his 1000th birthday. The highlights are the dancing water show with light and music and the dynamic fountain show (Leela Jala Neerjanam) held daily."
Hyderabad,9. Thrill City,4.0,6 km  from city center,"Thrill City is a virtual reality amusement park located on Necklace Road near Sanjeeviah Park in Hyderabad. It offers a flying simulator, cricket simulator, bumping cars, a bowling alley, swimming pool, splash coaster and much more. The highlight is the world's largest single platform motion theatre. Thrill City is a fun place to visit for people of all ages."
Hyderabad,11. Birla Mandir,3.2,3 km  from city center,"One of the popular attractions in Hyderabad, Birla Mandir is dedicated to the Lord Venkateshwara of Tirumala and is modelled after and is the replica of the idol of Balaji of Tirupati. The temple itself is located at the top of a 280 feet tall hill called the Naubat Pahad that overlooks both, Hyderabad and Secunderabad and is one of the best viewpoints in the city."
Hyderabad,14. Chill at the Snow world,3.7,3 km  from city center,"The Snow World of Hyderabad is the world's biggest and the first snow-themed park in India. With snow fall produced of mineral water, it is a popular attraction to be visited with kids. It offers activities like ice skating, ice boarding, snow slides with bumping-car, toboggan rides and many more."
Hyderabad,16. Salar Jung Museum,3.7,2 km  from city center,"The Salar Jung Museum is located at Darushifa, on the southern bank of the Musi River, in Hyderabad. This is one of the three national museums in the country. The collection of museum was sourced from the property of Salar Jung Family and it has a myriad collection of paintings, sculptures, carvings, manuscripts etc."
Hyderabad,17. Go on a Safari in Nehru Zoological Park,3.7,6 km  from city center,"With about a 100 species finding habitats here, the Nehru Zoological Park is one of the largest zoos in India. Also known as Hyderabad Zoo, it houses the Indian Rhino, Asiatic Lion, Bengal Tiger, Indian Elephant as well as panthers, pythons, deers, antelopes. The zoo also hosts safaris and educational shows."
Hyderabad,20. Irani Cafes,3.8,20 out of 101  places to visit in Hyderabad,"Irani tea is the Hyderabadi drink and is often served with Osmania biscuits. The Irani cafes in Hyderabad are the city’s cultural centre. Around 30 Irani Cafes in Hyderabad are located in the stretch between Sarojini Devi Road and Shah Ali Banda. Nimrah Cafe and Bakery in Ghanzi Bazaar, Shah Ghouse Restaurant at Shah Ali Banda and Farasha Irani Café near Mecca Museum are popular destinations."
Hyderabad,22. Shop for Bangles at the Laad Bazaar,3.7,3 km  from city center,"Laad Bazaar is a famous and historic market known for its shopping souvenirs and bangles. Located adjacent to Charminar, it is one of the oldest markets in Hyderabad. There are more than 150 workshops located here that produce some of the finest bangles called lac bangles."
Hyderabad,24. IKEA Hyderabad,4.0,13 km  from city center,"IKEA is a global leader in home furnishing, and the IKEA in HITEC city, Hyderabad, was the very first location in India. It is affordable furniture, and home essentials shopping mall spread across 13 acres. Ikea has on display more than 7500 products, including home furnishing. Being the only store in India, it has become a popular place to visit in Hyderabad."
Hyderabad,25. B.M. Birla Planetarium and Science & Technological Museum,3.2,3 km  from city center,"A one of its kind planetarium, the Birla Planetarium is one of the most modern planetariums in India. It is most popular for the Sky Show, the theme of which changes each year. The planetarium also houses a museum, science centre, art gallery and dinosaurium."
